stn;time;rre150d0
CDF;19261106;13.0
CDF;19261107;10.7
CDF;19261108;19.0
CDF;19261109;0.0
CDF;19261110;0.0
CDF;19261111;0.0
CDF;19261112;0.0
CDF;19261113;0.0
CDF;19261114;2.3
CDF;19261115;0.0
CDF;19261116;0.0
CDF;19261117;0.0
CDF;19261118;0.0
CDF;19261119;9.3
CDF;19261120;25.0
CDF;19261121;10.5
CDF;19261122;3.4
CDF;19261123;3.0
CDF;19261124;0.0
CDF;19261125;0.0
CDF;19261126;0.0
CDF;19261127;5.0
CDF;19261128;0.0
CDF;19261129;0.0
CDF;19261130;0.0
CDF;19261201;2.0
CDF;19261202;0.0
CDF;19261203;11.3
CDF;19261204;15.0
CDF;19261205;14.8
CDF;19261206;0.0
CDF;19261207;0.5
CDF;19261208;0.0
CDF;19261209;0.0
CDF;19261210;0.0
CDF;19261211;0.0
CDF;19261212;0.0
CDF;19261213;0.0
CDF;19261214;0.0
CDF;19261215;0.4
CDF;19261216;0.0
CDF;19261217;0.0
CDF;19261218;0.0
CDF;19261219;14.7
CDF;19261220;7.0
CDF;19261221;5.2
CDF;19261222;0.0
CDF;19261223;1.8
CDF;19261224;1.0
CDF;19261225;0.0
CDF;19261226;0.0
CDF;19261227;0.0
CDF;19261228;0.0
CDF;19261229;0.0
CDF;19261230;7.0
CDF;19261231;0.0
CDF;19270101;0.0
CDF;19270102;0.0
CDF;19270103;2.0
CDF;19270104;9.1
CDF;19270105;7.4
CDF;19270106;2.1
CDF;19270107;8.0
CDF;19270108;12.5
CDF;19270109;1.0
CDF;19270110;5.0
CDF;19270111;0.0
CDF;19270112;0.0
CDF;19270113;2.0
CDF;19270114;0.0
CDF;19270115;3.6
CDF;19270116;3.0
CDF;19270117;5.0
CDF;19270118;2.0
CDF;19270119;0.0
CDF;19270120;0.0
CDF;19270121;1.2
CDF;19270122;7.6
CDF;19270123;16.9
CDF;19270124;0.0
CDF;19270125;0.0
CDF;19270126;0.0
CDF;19270127;1.7
CDF;19270128;0.0
CDF;19270129;4.0
CDF;19270130;2.2
CDF;19270131;10.0
CDF;19270201;3.0
CDF;19270202;3.1
CDF;19270203;5.0
CDF;19270204;0.0
CDF;19270205;0.0
CDF;19270206;0.0
CDF;19270207;4.5
CDF;19270208;0.0
CDF;19270209;0.4
CDF;19270210;0.0
CDF;19270211;0.0
CDF;19270212;0.0
CDF;19270213;0.0
CDF;19270214;0.0
CDF;19270215;0.0
CDF;19270216;0.0
CDF;19270217;1.0
CDF;19270218;16.0
CDF;19270219;0.0
CDF;19270220;2.3
CDF;19270221;10.0
CDF;19270222;0.0
CDF;19270223;1.8
CDF;19270224;2.5
CDF;19270225;16.8
CDF;19270226;6.0
CDF;19270227;2.3
CDF;19270228;0.0
CDF;19270301;1.0
CDF;19270302;3.8
CDF;19270303;0.0
CDF;19270304;0.0
CDF;19270305;0.0
CDF;19270306;2.0
CDF;19270307;10.0
CDF;19270308;23.2
CDF;19270309;7.4
CDF;19270310;18.0
CDF;19270311;0.0
CDF;19270312;0.0
CDF;19270313;2.0
CDF;19270314;11.2
CDF;19270315;0.0
CDF;19270316;0.0
CDF;19270317;0.0
CDF;19270318;0.0
CDF;19270319;0.0
CDF;19270320;0.0
CDF;19270321;0.0
CDF;19270322;0.0
CDF;19270323;2.0
CDF;19270324;6.0
CDF;19270325;5.2
CDF;19270326;4.3
CDF;19270327;7.0
CDF;19270328;9.4
CDF;19270329;2.0
CDF;19270330;13.8
CDF;19270331;0.0
CDF;19270401;20.0
CDF;19270402;9.0
CDF;19270403;5.8
CDF;19270404;3.3
CDF;19270405;7.4
CDF;19270406;10.4
CDF;19270407;20.0
CDF;19270408;0.0
CDF;19270409;10.0
CDF;19270410;6.0
CDF;19270411;12.4
CDF;19270412;1.1
CDF;19270413;0.0
CDF;19270414;10.0
CDF;19270415;23.0
CDF;19270416;10.6
CDF;19270417;0.0
CDF;19270418;0.0
CDF;19270419;0.0
CDF;19270420;0.0
CDF;19270421;0.0
CDF;19270422;0.0
CDF;19270423;3.0
CDF;19270424;2.6
CDF;19270425;13.6
CDF;19270426;8.5
CDF;19270427;10.0
CDF;19270428;4.8
CDF;19270429;2.0
CDF;19270430;0.0
CDF;19270501;11.0
CDF;19270502;2.0
CDF;19270503;0.0
CDF;19270504;0.0
CDF;19270505;10.5
CDF;19270506;0.0
CDF;19270507;0.0
CDF;19270508;4.5
CDF;19270509;14.6
CDF;19270510;7.0
CDF;19270511;0.0
CDF;19270512;0.0
CDF;19270513;0.0
CDF;19270514;0.0
CDF;19270515;0.0
CDF;19270516;0.0
CDF;19270517;0.0
CDF;19270518;12.4
CDF;19270519;27.0
CDF;19270520;0.0
CDF;19270521;0.0
CDF;19270522;20.0
CDF;19270523;4.0
CDF;19270524;0.0
CDF;19270525;0.0
CDF;19270526;0.0
CDF;19270527;0.0
CDF;19270528;1.2
CDF;19270529;14.2
CDF;19270530;0.0
CDF;19270531;1.5
CDF;19270601;0.0
CDF;19270602;12.2
CDF;19270603;8.0
CDF;19270604;18.1
CDF;19270605;0.0
CDF;19270606;9.5
CDF;19270607;0.0
CDF;19270608;3.9
CDF;19270609;0.0
CDF;19270610;13.0
CDF;19270611;3.0
CDF;19270612;24.6
CDF;19270613;0.0
CDF;19270614;0.0
CDF;19270615;0.0
CDF;19270616;0.0
CDF;19270617;30.6
CDF;19270618;0.0
CDF;19270619;3.7
CDF;19270620;0.0
CDF;19270621;0.0
CDF;19270622;0.0
CDF;19270623;0.0
CDF;19270624;0.0
CDF;19270625;2.8
CDF;19270626;12.8
CDF;19270627;0.0
CDF;19270628;0.0
CDF;19270629;0.0
CDF;19270630;0.0
CDF;19270701;8.5
CDF;19270702;12.6
CDF;19270703;0.4
CDF;19270704;0.0
CDF;19270705;0.0
CDF;19270706;10.2
CDF;19270707;4.3
CDF;19270708;20.1
CDF;19270709;15.5
CDF;19270710;14.2
CDF;19270711;0.1
CDF;19270712;6.6
CDF;19270713;0.0
CDF;19270714;2.0
CDF;19270715;47.0
CDF;19270716;5.3
CDF;19270717;14.0
CDF;19270718;0.0
CDF;19270719;0.0
CDF;19270720;0.0
CDF;19270721;0.0
CDF;19270722;11.8
CDF;19270723;3.0
CDF;19270724;0.0
CDF;19270725;0.0
CDF;19270726;0.0
CDF;19270727;8.6
CDF;19270728;4.5
CDF;19270729;10.0
CDF;19270730;0.0
CDF;19270731;0.0
CDF;19270801;15.0
CDF;19270802;24.5
CDF;19270803;0.0
CDF;19270804;0.0
CDF;19270805;0.0
CDF;19270806;42.3
CDF;19270807;0.0
CDF;19270808;10.3
CDF;19270809;0.0
CDF;19270810;10.0
CDF;19270811;14.0
CDF;19270812;0.0
CDF;19270813;0.0
CDF;19270814;13.0
CDF;19270815;9.2
CDF;19270816;6.4
CDF;19270817;0.0
CDF;19270818;20.5
CDF;19270819;22.3
CDF;19270820;0.0
CDF;19270821;1.0
CDF;19270822;15.3
CDF;19270823;27.6
CDF;19270824;20.0
CDF;19270825;32.2
CDF;19270826;19.4
CDF;19270827;0.0
CDF;19270828;0.0
CDF;19270829;0.0
CDF;19270830;0.0
CDF;19270831;0.0
CDF;19270901;0.0
CDF;19270902;0.0
CDF;19270903;8.2
CDF;19270904;5.8
CDF;19270905;0.0
CDF;19270906;13.3
CDF;19270907;9.0
CDF;19270908;4.0
CDF;19270909;2.2
CDF;19270910;3.5
CDF;19270911;4.8
CDF;19270912;2.5
CDF;19270913;1.0
CDF;19270914;0.0
CDF;19270915;0.0
CDF;19270916;17.4
CDF;19270917;7.0
CDF;19270918;24.7
CDF;19270919;5.8
CDF;19270920;0.0
CDF;19270921;0.0
CDF;19270922;21.8
CDF;19270923;1.0
CDF;19270924;18.0
CDF;19270925;25.2
CDF;19270926;0.0
CDF;19270927;8.9
CDF;19270928;0.0
CDF;19270929;0.0
CDF;19270930;1.1
CDF;19271001;3.2
CDF;19271002;0.6
CDF;19271003;1.0
CDF;19271004;0.0
CDF;19271005;0.0
CDF;19271006;0.0
CDF;19271007;0.0
CDF;19271008;0.0
CDF;19271009;0.0
CDF;19271010;0.0
CDF;19271011;0.0
CDF;19271012;0.0
CDF;19271013;0.0
CDF;19271014;0.0
CDF;19271015;0.0
CDF;19271016;0.0
CDF;19271017;0.0
CDF;19271018;0.0
CDF;19271019;0.0
CDF;19271020;0.0
CDF;19271021;0.0
CDF;19271022;3.0
CDF;19271023;42.2
CDF;19271024;0.0
CDF;19271025;0.0
CDF;19271026;0.0
CDF;19271027;0.0
CDF;19271028;0.0
CDF;19271029;0.0
CDF;19271030;0.0
CDF;19271031;0.5
CDF;19271101;0.0
CDF;19271102;0.0
CDF;19271103;0.0
CDF;19271104;0.0
CDF;19271105;0.3
CDF;19271106;0.0
CDF;19271107;20.7
CDF;19271108;0.4
CDF;19271109;44.4
CDF;19271110;10.0
CDF;19271111;3.2
CDF;19271112;4.1
CDF;19271113;0.0
CDF;19271114;0.0
CDF;19271115;0.0
CDF;19271116;3.6
CDF;19271117;0.0
CDF;19271118;0.0
CDF;19271119;0.0
CDF;19271120;0.0
CDF;19271121;0.0
CDF;19271122;0.0
CDF;19271123;3.6
CDF;19271124;0.0
CDF;19271125;0.0
CDF;19271126;0.0
CDF;19271127;0.0
CDF;19271128;0.0
CDF;19271129;0.0
CDF;19271130;0.0
CDF;19271201;0.0
CDF;19271202;0.0
CDF;19271203;0.0
CDF;19271204;0.3
CDF;19271205;0.0
CDF;19271206;0.0
CDF;19271207;0.0
CDF;19271208;0.0
CDF;19271209;0.0
CDF;19271210;0.0
CDF;19271211;0.0
CDF;19271212;28.4
CDF;19271213;0.0
CDF;19271214;6.0
CDF;19271215;7.8
CDF;19271216;0.0
CDF;19271217;0.0
CDF;19271218;0.0
CDF;19271219;0.0
CDF;19271220;2.5
CDF;19271221;0.5
CDF;19271222;11.1
CDF;19271223;4.0
CDF;19271224;5.3
CDF;19271225;0.0
CDF;19271226;2.9
CDF;19271227;1.0
CDF;19271228;0.0
CDF;19271229;0.0
CDF;19271230;0.0
CDF;19271231;0.0
CDF;19280101;0.0
CDF;19280102;0.0
CDF;19280103;0.5
CDF;19280104;1.0
CDF;19280105;6.8
CDF;19280106;12.8
CDF;19280107;0.0
CDF;19280108;0.5
CDF;19280109;1.7
CDF;19280110;0.0
CDF;19280111;0.0
CDF;19280112;0.0
CDF;19280113;4.7
CDF;19280114;1.0
CDF;19280115;24.2
CDF;19280116;1.0
CDF;19280117;5.6
CDF;19280118;1.4
CDF;19280119;1.6
CDF;19280120;32.3
CDF;19280121;0.0
CDF;19280122;3.7
CDF;19280123;5.5
CDF;19280124;0.0
CDF;19280125;6.7
CDF;19280126;0.0
CDF;19280127;1.3
CDF;19280128;0.0
CDF;19280129;0.0
CDF;19280130;0.0
CDF;19280131;0.0
CDF;19280201;1.8
CDF;19280202;12.0
CDF;19280203;6.7
CDF;19280204;4.2
CDF;19280205;0.0
CDF;19280206;4.5
CDF;19280207;1.1
CDF;19280208;0.0
CDF;19280209;0.0
CDF;19280210;0.0
CDF;19280211;16.0
CDF;19280212;17.0
CDF;19280213;9.0
CDF;19280214;30.0
CDF;19280215;30.5
CDF;19280216;9.2
CDF;19280217;0.0
CDF;19280218;5.8
CDF;19280219;0.0
CDF;19280220;0.0
CDF;19280221;0.0
CDF;19280222;0.0
CDF;19280223;0.0
CDF;19280224;0.0
CDF;19280225;0.0
CDF;19280226;0.0
CDF;19280227;0.0
CDF;19280228;0.0
CDF;19280229;0.0
CDF;19280301;0.0
CDF;19280302;0.0
CDF;19280303;0.0
CDF;19280304;0.0
CDF;19280305;0.0
CDF;19280306;0.0
CDF;19280307;4.9
CDF;19280308;0.0
CDF;19280309;3.0
CDF;19280310;5.3
CDF;19280311;5.1
CDF;19280312;0.2
CDF;19280313;4.8
CDF;19280314;0.0
CDF;19280315;0.0
CDF;19280316;0.0
CDF;19280317;0.0
CDF;19280318;0.0
CDF;19280319;0.0
CDF;19280320;0.0
CDF;19280321;2.5
CDF;19280322;0.0
CDF;19280323;4.5
CDF;19280324;1.0
CDF;19280325;1.7
CDF;19280326;6.2
CDF;19280327;10.4
CDF;19280328;5.0
CDF;19280329;7.5
CDF;19280330;2.2
CDF;19280331;42.5
CDF;19280401;4.0
CDF;19280402;3.8
CDF;19280403;6.7
CDF;19280404;0.0
CDF;19280405;11.9
CDF;19280406;0.0
CDF;19280407;0.0
CDF;19280408;0.5
CDF;19280409;0.0
CDF;19280410;1.0
CDF;19280411;2.8
CDF;19280412;11.3
CDF;19280413;2.0
CDF;19280414;1.8
CDF;19280415;3.0
CDF;19280416;9.5
CDF;19280417;18.5
CDF;19280418;2.8
CDF;19280419;1.1
CDF;19280420;0.0
CDF;19280421;0.0
CDF;19280422;6.2
CDF;19280423;0.0
CDF;19280424;0.0
CDF;19280425;0.0
CDF;19280426;0.0
CDF;19280427;0.6
CDF;19280428;0.5
CDF;19280429;7.0
CDF;19280430;0.0
CDF;19280501;0.0
CDF;19280502;0.8
CDF;19280503;26.7
CDF;19280504;13.7
CDF;19280505;7.6
CDF;19280506;0.0
CDF;19280507;7.2
CDF;19280508;4.0
CDF;19280509;5.2
CDF;19280510;3.5
CDF;19280511;0.0
CDF;19280512;0.0
CDF;19280513;0.0
CDF;19280514;6.6
CDF;19280515;4.2
CDF;19280516;3.0
CDF;19280517;4.3
CDF;19280518;0.3
CDF;19280519;2.9
CDF;19280520;6.0
CDF;19280521;5.3
CDF;19280522;4.2
CDF;19280523;11.0
CDF;19280524;14.0
CDF;19280525;2.1
CDF;19280526;0.0
CDF;19280527;0.0
CDF;19280528;0.0
CDF;19280529;0.0
CDF;19280530;0.0
CDF;19280531;31.8
CDF;19280601;0.0
CDF;19280602;0.0
CDF;19280603;0.0
CDF;19280604;9.9
CDF;19280605;0.0
CDF;19280606;2.0
CDF;19280607;3.7
CDF;19280608;8.2
CDF;19280609;2.5
CDF;19280610;20.7
CDF;19280611;3.0
CDF;19280612;0.0
CDF;19280613;0.0
CDF;19280614;4.0
CDF;19280615;3.0
CDF;19280616;7.1
CDF;19280617;0.0
CDF;19280618;0.0
CDF;19280619;0.0
CDF;19280620;5.1
CDF;19280621;0.0
CDF;19280622;0.0
CDF;19280623;0.0
CDF;19280624;0.7
CDF;19280625;0.0
CDF;19280626;0.0
CDF;19280627;0.0
CDF;19280628;0.0
CDF;19280629;0.0
CDF;19280630;0.0
CDF;19280701;0.0
CDF;19280702;0.0
CDF;19280703;0.0
CDF;19280704;0.0
CDF;19280705;0.0
CDF;19280706;5.2
CDF;19280707;0.0
CDF;19280708;0.0
CDF;19280709;0.0
CDF;19280710;0.0
CDF;19280711;0.0
CDF;19280712;0.0
CDF;19280713;0.0
CDF;19280714;0.0
CDF;19280715;12.8
CDF;19280716;33.0
CDF;19280717;0.0
CDF;19280718;0.0
CDF;19280719;0.0
CDF;19280720;0.0
CDF;19280721;0.0
CDF;19280722;0.0
CDF;19280723;0.0
CDF;19280724;0.0
CDF;19280725;0.0
CDF;19280726;0.0
CDF;19280727;9.4
CDF;19280728;0.0
CDF;19280729;12.8
CDF;19280730;0.0
CDF;19280731;0.0
CDF;19280801;1.6
CDF;19280802;0.0
CDF;19280803;2.5
CDF;19280804;0.0
CDF;19280805;0.0
CDF;19280806;0.0
CDF;19280807;0.0
CDF;19280808;0.0
CDF;19280809;0.0
CDF;19280810;0.0
CDF;19280811;0.0
CDF;19280812;1.5
CDF;19280813;21.7
CDF;19280814;0.3
CDF;19280815;23.1
CDF;19280816;0.0
CDF;19280817;0.0
CDF;19280818;0.0
CDF;19280819;0.0
CDF;19280820;0.0
CDF;19280821;4.0
CDF;19280822;0.0
CDF;19280823;0.0
CDF;19280824;3.2
CDF;19280825;6.6
CDF;19280826;0.0
CDF;19280827;23.1
CDF;19280828;0.7
CDF;19280829;21.6
CDF;19280830;17.1
CDF;19280831;0.0
CDF;19280901;0.0
CDF;19280902;0.0
CDF;19280903;0.0
CDF;19280904;0.0
CDF;19280905;0.0
CDF;19280906;0.0
CDF;19280907;0.0
CDF;19280908;0.8
CDF;19280909;1.2
CDF;19280910;0.0
CDF;19280911;0.0
CDF;19280912;0.0
CDF;19280913;0.0
CDF;19280914;0.0
CDF;19280915;0.0
CDF;19280916;0.0
CDF;19280917;0.0
CDF;19280918;0.0
CDF;19280919;0.0
CDF;19280920;0.0
CDF;19280921;0.0
CDF;19280922;0.0
CDF;19280923;0.0
CDF;19280924;0.0
CDF;19280925;0.0
CDF;19280926;0.0
CDF;19280927;10.0
CDF;19280928;30.3
CDF;19280929;0.0
CDF;19280930;36.8
CDF;19281001;0.0
CDF;19281002;0.0
CDF;19281003;0.0
CDF;19281004;0.0
CDF;19281005;0.0
CDF;19281006;3.4
CDF;19281007;0.0
CDF;19281008;0.0
CDF;19281009;22.0
CDF;19281010;9.0
CDF;19281011;15.7
CDF;19281012;16.5
CDF;19281013;5.2
CDF;19281014;0.0
CDF;19281015;0.0
CDF;19281016;0.0
CDF;19281017;0.0
CDF;19281018;0.0
CDF;19281019;0.8
CDF;19281020;46.4
CDF;19281021;38.0
CDF;19281022;13.1
CDF;19281023;0.0
CDF;19281024;0.0
CDF;19281025;0.0
CDF;19281026;2.6
CDF;19281027;7.8
CDF;19281028;0.6
CDF;19281029;0.0
CDF;19281030;0.0
CDF;19281031;0.6
CDF;19281101;0.0
CDF;19281102;2.1
CDF;19281103;0.0
CDF;19281104;0.0
CDF;19281105;0.0
CDF;19281106;0.0
CDF;19281107;0.0
CDF;19281108;0.0
CDF;19281109;0.0
CDF;19281110;0.0
CDF;19281111;13.0
CDF;19281112;0.0
CDF;19281113;0.0
CDF;19281114;0.0
CDF;19281115;12.2
CDF;19281116;23.9
CDF;19281117;18.2
CDF;19281118;1.8
CDF;19281119;1.2
CDF;19281120;0.0
CDF;19281121;0.0
CDF;19281122;7.1
CDF;19281123;18.5
CDF;19281124;17.2
CDF;19281125;31.4
CDF;19281126;30.0
CDF;19281127;25.4
CDF;19281128;21.0
CDF;19281129;12.0
CDF;19281130;10.6
CDF;19281201;14.0
CDF;19281202;3.5
CDF;19281203;1.4
CDF;19281204;0.0
CDF;19281205;0.0
CDF;19281206;0.0
CDF;19281207;0.0
CDF;19281208;22.5
CDF;19281209;0.2
CDF;19281210;0.0
CDF;19281211;0.0
CDF;19281212;3.7
CDF;19281213;1.7
CDF;19281214;0.0
CDF;19281215;1.7
CDF;19281216;1.4
CDF;19281217;8.0
CDF;19281218;0.6
CDF;19281219;0.0
CDF;19281220;0.0
CDF;19281221;0.0
CDF;19281222;0.0
CDF;19281223;2.1
CDF;19281224;0.0
CDF;19281225;0.0
CDF;19281226;12.2
CDF;19281227;6.7
CDF;19281228;8.3
CDF;19281229;2.5
CDF;19281230;10.2
CDF;19281231;0.0
CDF;19290101;0.0
CDF;19290102;4.5
CDF;19290103;0.0
CDF;19290104;0.3
CDF;19290105;0.0
CDF;19290106;0.5
CDF;19290107;0.0
CDF;19290108;0.0
CDF;19290109;0.0
CDF;19290110;0.0
CDF;19290111;0.0
CDF;19290112;0.0
CDF;19290113;0.0
CDF;19290114;0.2
CDF;19290115;10.4
CDF;19290116;6.2
CDF;19290117;1.8
CDF;19290118;0.0
CDF;19290119;0.0
CDF;19290120;0.0
CDF;19290121;0.0
CDF;19290122;2.4
CDF;19290123;0.8
CDF;19290124;3.2
CDF;19290125;0.3
CDF;19290126;1.1
CDF;19290127;0.6
CDF;19290128;0.0
CDF;19290129;0.0
CDF;19290130;0.0
CDF;19290131;0.0
CDF;19290201;0.0
CDF;19290202;0.0
CDF;19290203;0.0
CDF;19290204;0.0
CDF;19290205;0.0
CDF;19290206;0.0
CDF;19290207;0.0
CDF;19290208;0.0
CDF;19290209;0.0
CDF;19290210;4.6
CDF;19290211;0.0
CDF;19290212;0.0
CDF;19290213;0.2
CDF;19290214;1.0
CDF;19290215;0.0
CDF;19290216;0.0
CDF;19290217;0.0
CDF;19290218;0.0
CDF;19290219;0.0
CDF;19290220;0.0
CDF;19290221;0.0
CDF;19290222;0.0
CDF;19290223;0.0
CDF;19290224;0.0
CDF;19290225;0.0
CDF;19290226;9.0
CDF;19290227;2.0
CDF;19290228;8.0
CDF;19290301;0.5
CDF;19290302;0.0
CDF;19290303;0.0
CDF;19290304;0.0
CDF;19290305;0.0
CDF;19290306;0.0
CDF;19290307;0.0
CDF;19290308;0.0
CDF;19290309;0.0
CDF;19290310;0.0
CDF;19290311;0.0
CDF;19290312;0.0
CDF;19290313;0.0
CDF;19290314;0.0
CDF;19290315;0.0
CDF;19290316;0.0
CDF;19290317;0.0
CDF;19290318;0.0
CDF;19290319;0.0
CDF;19290320;0.0
CDF;19290321;0.0
CDF;19290322;0.2
CDF;19290323;4.3
CDF;19290324;1.7
CDF;19290325;0.0
CDF;19290326;0.0
CDF;19290327;0.0
CDF;19290328;0.0
CDF;19290329;0.0
CDF;19290330;0.0
CDF;19290331;0.0
CDF;19290401;7.7
CDF;19290402;5.6
CDF;19290403;5.6
CDF;19290404;2.2
CDF;19290405;24.0
CDF;19290406;0.0
CDF;19290407;0.0
CDF;19290408;0.0
CDF;19290409;4.5
CDF;19290410;0.0
CDF;19290411;0.0
CDF;19290412;6.2
CDF;19290413;5.2
CDF;19290414;1.5
CDF;19290415;19.2
CDF;19290416;8.2
CDF;19290417;0.6
CDF;19290418;0.0
CDF;19290419;0.0
CDF;19290420;0.0
CDF;19290421;0.0
CDF;19290422;0.0
CDF;19290423;0.0
CDF;19290424;0.0
CDF;19290425;0.0
CDF;19290426;0.4
CDF;19290427;0.0
CDF;19290428;0.0
CDF;19290429;9.4
CDF;19290430;3.8
CDF;19290501;6.6
CDF;19290502;8.0
CDF;19290503;13.6
CDF;19290504;0.0
CDF;19290505;0.0
CDF;19290506;6.4
CDF;19290507;0.6
CDF;19290508;11.2
CDF;19290509;0.5
CDF;19290510;0.0
CDF;19290511;0.0
CDF;19290512;0.0
CDF;19290513;0.0
CDF;19290514;0.5
CDF;19290515;1.0
CDF;19290516;0.9
CDF;19290517;0.0
CDF;19290518;12.8
CDF;19290519;0.2
CDF;19290520;0.0
CDF;19290521;0.0
CDF;19290522;0.0
CDF;19290523;0.0
CDF;19290524;0.0
CDF;19290525;0.0
CDF;19290526;6.0
CDF;19290527;13.0
CDF;19290528;5.0
CDF;19290529;0.0
CDF;19290530;0.0
CDF;19290531;23.3
CDF;19290601;0.0
CDF;19290602;0.0
CDF;19290603;12.2
CDF;19290604;27.7
CDF;19290605;22.3
CDF;19290606;17.8
CDF;19290607;7.4
CDF;19290608;6.5
CDF;19290609;17.4
CDF;19290610;41.5
CDF;19290611;0.0
CDF;19290612;9.2
CDF;19290613;0.0
CDF;19290614;2.7
CDF;19290615;0.0
CDF;19290616;0.0
CDF;19290617;0.0
CDF;19290618;0.0
CDF;19290619;43.5
CDF;19290620;6.0
CDF;19290621;0.0
CDF;19290622;0.0
CDF;19290623;0.0
CDF;19290624;9.0
CDF;19290625;0.4
CDF;19290626;0.0
CDF;19290627;0.0
CDF;19290628;0.0
CDF;19290629;11.4
CDF;19290630;2.3
CDF;19290701;2.9
CDF;19290702;4.0
CDF;19290703;0.0
CDF;19290704;18.5
CDF;19290705;0.0
CDF;19290706;15.6
CDF;19290707;22.4
CDF;19290708;2.4
CDF;19290709;0.0
CDF;19290710;0.0
CDF;19290711;0.0
CDF;19290712;0.0
CDF;19290713;0.0
CDF;19290714;0.0
CDF;19290715;0.0
CDF;19290716;0.0
CDF;19290717;0.0
CDF;19290718;0.0
CDF;19290719;0.0
CDF;19290720;0.0
CDF;19290721;0.0
CDF;19290722;0.0
CDF;19290723;9.8
CDF;19290724;13.3
CDF;19290725;5.0
CDF;19290726;0.5
CDF;19290727;0.2
CDF;19290728;0.0
CDF;19290729;7.5
CDF;19290730;0.1
CDF;19290731;0.0
CDF;19290801;7.5
CDF;19290802;0.0
CDF;19290803;0.0
CDF;19290804;1.1
CDF;19290805;7.0
CDF;19290806;0.0
CDF;19290807;14.3
CDF;19290808;16.4
CDF;19290809;2.8
CDF;19290810;0.0
CDF;19290811;0.0
CDF;19290812;0.0
CDF;19290813;0.0
CDF;19290814;0.0
CDF;19290815;0.0
CDF;19290816;14.6
CDF;19290817;1.6
CDF;19290818;6.4
CDF;19290819;0.0
CDF;19290820;0.0
CDF;19290821;1.6
CDF;19290822;8.5
CDF;19290823;0.0
CDF;19290824;0.0
CDF;19290825;0.0
CDF;19290826;0.0
CDF;19290827;0.0
CDF;19290828;0.0
CDF;19290829;0.0
CDF;19290830;0.0
CDF;19290831;0.0
CDF;19290901;0.0
CDF;19290902;0.0
CDF;19290903;1.6
CDF;19290904;0.0
CDF;19290905;0.0
CDF;19290906;4.8
CDF;19290907;0.0
CDF;19290908;0.0
CDF;19290909;0.0
CDF;19290910;0.0
CDF;19290911;3.6
CDF;19290912;3.6
CDF;19290913;0.0
CDF;19290914;4.8
CDF;19290915;0.0
CDF;19290916;0.0
CDF;19290917;0.0
CDF;19290918;11.0
CDF;19290919;4.2
CDF;19290920;9.2
CDF;19290921;1.2
CDF;19290922;0.0
CDF;19290923;0.0
CDF;19290924;0.0
CDF;19290925;0.0
CDF;19290926;0.0
CDF;19290927;0.0
CDF;19290928;0.0
CDF;19290929;0.0
CDF;19290930;0.0
CDF;19291001;0.2
CDF;19291002;0.0
CDF;19291003;0.0
CDF;19291004;0.0
CDF;19291005;0.0
CDF;19291006;10.8
CDF;19291007;0.0
CDF;19291008;28.8
CDF;19291009;6.8
CDF;19291010;2.7
CDF;19291011;0.6
CDF;19291012;0.0
CDF;19291013;0.0
CDF;19291014;0.0
CDF;19291015;0.0
CDF;19291016;0.0
CDF;19291017;0.0
CDF;19291018;3.5
CDF;19291019;5.2
CDF;19291020;14.2
CDF;19291021;0.0
CDF;19291022;0.9
CDF;19291023;3.3
CDF;19291024;0.0
CDF;19291025;5.8
CDF;19291026;9.5
CDF;19291027;0.0
CDF;19291028;1.5
CDF;19291029;0.0
CDF;19291030;4.2
CDF;19291031;2.5
CDF;19291101;0.7
CDF;19291102;0.0
CDF;19291103;3.6
CDF;19291104;0.3
CDF;19291105;0.0
CDF;19291106;0.0
CDF;19291107;0.0
CDF;19291108;6.4
CDF;19291109;0.0
CDF;19291110;3.2
CDF;19291111;0.0
CDF;19291112;7.0
CDF;19291113;11.7
CDF;19291114;0.5
CDF;19291115;3.4
CDF;19291116;11.5
CDF;19291117;0.0
CDF;19291118;0.0
CDF;19291119;0.0
CDF;19291120;0.0
CDF;19291121;0.0
CDF;19291122;0.0
CDF;19291123;0.0
CDF;19291124;2.4
CDF;19291125;3.0
CDF;19291126;10.6
CDF;19291127;3.2
CDF;19291128;0.0
CDF;19291129;0.0
CDF;19291130;12.8
CDF;19291201;11.0
CDF;19291202;2.6
CDF;19291203;3.1
CDF;19291204;0.6
CDF;19291205;5.5
CDF;19291206;4.7
CDF;19291207;8.6
CDF;19291208;3.5
CDF;19291209;5.0
CDF;19291210;16.4
CDF;19291211;18.8
CDF;19291212;8.0
CDF;19291213;0.4
CDF;19291214;0.0
CDF;19291215;0.5
CDF;19291216;5.7
CDF;19291217;5.6
CDF;19291218;0.2
CDF;19291219;0.0
CDF;19291220;0.0
CDF;19291221;0.0
CDF;19291222;1.5
CDF;19291223;2.8
CDF;19291224;8.0
CDF;19291225;15.4
CDF;19291226;8.1
CDF;19291227;10.0
CDF;19291228;8.7
CDF;19291229;2.6
CDF;19291230;4.0
CDF;19291231;6.6
CDF;19300101;2.0
CDF;19300102;10.9
CDF;19300103;0.0
CDF;19300104;0.0
CDF;19300105;0.0
CDF;19300106;0.0
CDF;19300107;0.0
CDF;19300108;2.6
CDF;19300109;1.7
CDF;19300110;0.0
CDF;19300111;14.3
CDF;19300112;5.9
CDF;19300113;0.0
