stn;time;rre150d0
CDF;19740913;0.0
CDF;19740914;3.3
CDF;19740915;12.9
CDF;19740916;0.0
CDF;19740917;0.0
CDF;19740918;0.0
CDF;19740919;1.2
CDF;19740920;0.0
CDF;19740921;0.0
CDF;19740922;1.1
CDF;19740923;7.9
CDF;19740924;16.8
CDF;19740925;20.4
CDF;19740926;7.0
CDF;19740927;0.0
CDF;19740928;13.0
CDF;19740929;4.7
CDF;19740930;3.9
CDF;19741001;2.1
CDF;19741002;5.2
CDF;19741003;17.1
CDF;19741004;0.0
CDF;19741005;3.9
CDF;19741006;2.1
CDF;19741007;9.4
CDF;19741008;6.0
CDF;19741009;19.5
CDF;19741010;0.0
CDF;19741011;10.2
CDF;19741012;0.0
CDF;19741013;0.0
CDF;19741014;2.6
CDF;19741015;1.2
CDF;19741016;1.4
CDF;19741017;9.8
CDF;19741018;0.7
CDF;19741019;40.9
CDF;19741020;17.2
CDF;19741021;9.0
CDF;19741022;1.7
CDF;19741023;9.1
CDF;19741024;0.0
CDF;19741025;5.9
CDF;19741026;10.8
CDF;19741027;19.9
CDF;19741028;23.0
CDF;19741029;17.4
CDF;19741030;0.5
CDF;19741031;3.6
CDF;19741101;2.8
CDF;19741102;4.7
CDF;19741103;6.3
CDF;19741104;5.0
CDF;19741105;0.0
CDF;19741106;0.0
CDF;19741107;0.0
CDF;19741108;0.0
CDF;19741109;0.0
CDF;19741110;5.3
CDF;19741111;0.0
CDF;19741112;5.3
CDF;19741113;0.0
CDF;19741114;0.0
CDF;19741115;0.0
CDF;19741116;12.8
CDF;19741117;0.0
CDF;19741118;10.2
CDF;19741119;0.0
CDF;19741120;3.1
CDF;19741121;0.0
CDF;19741122;4.6
CDF;19741123;0.0
CDF;19741124;2.8
CDF;19741125;13.3
CDF;19741126;15.5
CDF;19741127;16.6
CDF;19741128;20.1
CDF;19741129;14.9
CDF;19741130;21.2
CDF;19741201;2.6
CDF;19741202;0.0
CDF;19741203;0.0
CDF;19741204;3.8
CDF;19741205;0.0
CDF;19741206;3.1
CDF;19741207;4.8
CDF;19741208;0.0
CDF;19741209;0.0
CDF;19741210;0.0
CDF;19741211;10.1
CDF;19741212;11.1
CDF;19741213;3.4
CDF;19741214;0.0
CDF;19741215;0.0
CDF;19741216;16.4
CDF;19741217;16.2
CDF;19741218;9.5
CDF;19741219;0.0
CDF;19741220;0.0
CDF;19741221;0.0
CDF;19741222;0.0
CDF;19741223;0.0
CDF;19741224;9.5
CDF;19741225;1.9
CDF;19741226;0.0
CDF;19741227;18.7
CDF;19741228;15.1
CDF;19741229;12.5
CDF;19741230;0.0
CDF;19741231;0.0
CDF;19750101;0.0
CDF;19750102;0.0
CDF;19750103;0.0
CDF;19750104;0.0
CDF;19750105;0.0
CDF;19750106;2.1
CDF;19750107;15.5
CDF;19750108;15.8
CDF;19750109;0.0
CDF;19750110;0.0
CDF;19750111;0.0
CDF;19750112;0.0
CDF;19750113;0.0
CDF;19750114;0.0
CDF;19750115;0.0
CDF;19750116;0.0
CDF;19750117;9.6
CDF;19750118;13.7
CDF;19750119;0.0
CDF;19750120;0.0
CDF;19750121;1.1
CDF;19750122;5.4
CDF;19750123;3.7
CDF;19750124;4.7
CDF;19750125;14.3
CDF;19750126;0.0
CDF;19750127;6.8
CDF;19750128;33.1
CDF;19750129;8.7
CDF;19750130;6.2
CDF;19750131;9.4
CDF;19750201;0.0
CDF;19750202;0.0
CDF;19750203;0.0
CDF;19750204;0.0
CDF;19750205;0.0
CDF;19750206;0.0
CDF;19750207;0.0
CDF;19750208;0.0
CDF;19750209;0.0
CDF;19750210;0.0
CDF;19750211;1.8
CDF;19750212;8.3
CDF;19750213;2.6
CDF;19750214;0.0
CDF;19750215;0.0
CDF;19750216;0.0
CDF;19750217;0.0
CDF;19750218;0.0
CDF;19750219;6.7
CDF;19750220;0.0
CDF;19750221;0.0
CDF;19750222;0.0
CDF;19750223;0.0
CDF;19750224;0.0
CDF;19750225;0.0
CDF;19750226;0.0
CDF;19750227;0.0
CDF;19750228;0.0
CDF;19750301;0.0
CDF;19750302;5.8
CDF;19750303;0.0
CDF;19750304;1.0
CDF;19750305;1.9
CDF;19750306;0.0
CDF;19750307;9.0
CDF;19750308;11.6
CDF;19750309;12.5
CDF;19750310;4.7
CDF;19750311;0.0
CDF;19750312;0.0
CDF;19750313;2.1
CDF;19750314;2.9
CDF;19750315;2.3
CDF;19750316;2.6
CDF;19750317;0.7
CDF;19750318;2.4
CDF;19750319;0.6
CDF;19750320;0.0
CDF;19750321;0.0
CDF;19750322;6.1
CDF;19750323;0.7
CDF;19750324;5.1
CDF;19750325;0.4
CDF;19750326;0.0
CDF;19750327;12.8
CDF;19750328;6.0
CDF;19750329;0.0
CDF;19750330;0.0
CDF;19750331;0.0
CDF;19750401;0.0
CDF;19750402;3.7
CDF;19750403;2.2
CDF;19750404;3.6
CDF;19750405;5.9
CDF;19750406;6.9
CDF;19750407;0.0
CDF;19750408;13.1
CDF;19750409;9.0
CDF;19750410;1.3
CDF;19750411;1.9
CDF;19750412;2.0
CDF;19750413;1.0
CDF;19750414;1.8
CDF;19750415;17.0
CDF;19750416;10.4
CDF;19750417;0.0
CDF;19750418;0.0
CDF;19750419;0.0
CDF;19750420;4.5
CDF;19750421;0.0
CDF;19750422;0.0
CDF;19750423;0.0
CDF;19750424;0.0
CDF;19750425;0.0
CDF;19750426;0.0
CDF;19750427;0.0
CDF;19750428;0.0
CDF;19750429;0.0
CDF;19750430;0.2
CDF;19750501;0.0
CDF;19750502;0.0
CDF;19750503;3.1
CDF;19750504;1.5
CDF;19750505;0.0
CDF;19750506;1.2
CDF;19750507;0.0
CDF;19750508;1.0
CDF;19750509;1.9
CDF;19750510;3.2
CDF;19750511;7.0
CDF;19750512;0.0
CDF;19750513;0.0
CDF;19750514;0.5
CDF;19750515;0.0
CDF;19750516;2.2
CDF;19750517;0.0
CDF;19750518;0.0
CDF;19750519;0.0
CDF;19750520;0.0
CDF;19750521;0.0
CDF;19750522;0.0
CDF;19750523;0.0
CDF;19750524;3.0
CDF;19750525;0.4
CDF;19750526;17.7
CDF;19750527;0.0
CDF;19750528;0.0
CDF;19750529;4.9
CDF;19750530;25.2
CDF;19750531;14.5
CDF;19750601;6.4
CDF;19750602;1.5
CDF;19750603;3.8
CDF;19750604;1.7
CDF;19750605;0.0
CDF;19750606;0.0
CDF;19750607;0.0
CDF;19750608;0.0
CDF;19750609;0.0
CDF;19750610;0.4
CDF;19750611;1.8
CDF;19750612;0.8
CDF;19750613;0.0
CDF;19750614;0.0
CDF;19750615;20.3
CDF;19750616;7.7
CDF;19750617;12.6
CDF;19750618;15.8
CDF;19750619;5.7
CDF;19750620;0.0
CDF;19750621;1.8
CDF;19750622;9.6
CDF;19750623;4.4
CDF;19750624;8.2
CDF;19750625;0.0
CDF;19750626;4.2
CDF;19750627;31.5
CDF;19750628;0.4
CDF;19750629;0.8
CDF;19750630;5.5
CDF;19750701;0.0
CDF;19750702;0.0
CDF;19750703;7.5
CDF;19750704;8.9
CDF;19750705;4.4
CDF;19750706;0.0
CDF;19750707;0.0
CDF;19750708;0.0
CDF;19750709;0.0
CDF;19750710;0.0
CDF;19750711;2.6
CDF;19750712;0.0
CDF;19750713;0.0
CDF;19750714;0.0
CDF;19750715;0.0
CDF;19750716;0.0
CDF;19750717;19.5
CDF;19750718;19.7
CDF;19750719;0.3
CDF;19750720;0.0
CDF;19750721;14.3
CDF;19750722;0.0
CDF;19750723;0.0
CDF;19750724;0.4
CDF;19750725;0.0
CDF;19750726;0.0
CDF;19750727;0.0
CDF;19750728;0.0
CDF;19750729;0.0
CDF;19750730;0.0
CDF;19750731;0.0
CDF;19750801;0.0
CDF;19750802;0.0
CDF;19750803;0.0
CDF;19750804;0.0
CDF;19750805;0.0
CDF;19750806;0.0
CDF;19750807;0.0
CDF;19750808;0.0
CDF;19750809;1.2
CDF;19750810;6.4
CDF;19750811;11.8
CDF;19750812;18.1
CDF;19750813;0.0
CDF;19750814;0.0
CDF;19750815;25.2
CDF;19750816;5.4
CDF;19750817;13.7
CDF;19750818;3.6
CDF;19750819;0.1
CDF;19750820;0.0
CDF;19750821;34.8
CDF;19750822;25.5
CDF;19750823;15.4
CDF;19750824;0.0
CDF;19750825;1.1
CDF;19750826;0.0
CDF;19750827;0.0
CDF;19750828;0.0
CDF;19750829;0.0
CDF;19750830;0.0
CDF;19750831;0.0
CDF;19750901;25.6
CDF;19750902;2.1
CDF;19750903;0.0
CDF;19750904;3.1
CDF;19750905;0.0
CDF;19750906;1.6
CDF;19750907;0.6
CDF;19750908;0.0
CDF;19750909;0.0
CDF;19750910;4.0
CDF;19750911;15.8
CDF;19750912;16.1
CDF;19750913;0.3
CDF;19750914;36.7
CDF;19750915;1.4
CDF;19750916;0.0
CDF;19750917;0.0
CDF;19750918;15.8
CDF;19750919;1.2
CDF;19750920;0.0
CDF;19750921;0.0
CDF;19750922;0.0
CDF;19750923;0.0
CDF;19750924;0.0
CDF;19750925;0.0
CDF;19750926;19.4
CDF;19750927;0.0
CDF;19750928;0.0
CDF;19750929;0.0
CDF;19750930;12.0
CDF;19751001;2.1
CDF;19751002;0.0
CDF;19751003;0.0
CDF;19751004;0.0
CDF;19751005;0.0
CDF;19751006;0.0
CDF;19751007;0.0
CDF;19751008;0.0
CDF;19751009;0.0
CDF;19751010;0.2
CDF;19751011;0.5
CDF;19751012;3.6
CDF;19751013;3.1
CDF;19751014;0.0
CDF;19751015;1.4
CDF;19751016;5.2
CDF;19751017;21.7
CDF;19751018;7.1
CDF;19751019;0.4
CDF;19751020;0.8
CDF;19751021;0.0
CDF;19751022;0.0
CDF;19751023;0.0
CDF;19751024;0.0
CDF;19751025;0.0
CDF;19751026;0.0
CDF;19751027;0.0
CDF;19751028;0.0
CDF;19751029;0.0
CDF;19751030;0.0
CDF;19751031;1.0
CDF;19751101;8.3
CDF;19751102;0.0
CDF;19751103;0.0
CDF;19751104;0.0
CDF;19751105;0.0
CDF;19751106;0.0
CDF;19751107;2.4
CDF;19751108;0.0
CDF;19751109;0.4
CDF;19751110;0.0
CDF;19751111;0.0
CDF;19751112;16.0
CDF;19751113;27.7
CDF;19751114;8.3
CDF;19751115;7.4
CDF;19751116;19.0
CDF;19751117;7.0
CDF;19751118;9.4
CDF;19751119;4.8
CDF;19751120;29.6
CDF;19751121;3.2
CDF;19751122;8.0
CDF;19751123;0.0
CDF;19751124;0.0
CDF;19751125;0.0
CDF;19751126;3.4
CDF;19751127;2.6
CDF;19751128;1.8
CDF;19751129;13.4
CDF;19751130;4.0
CDF;19751201;0.0
CDF;19751202;0.9
CDF;19751203;12.6
CDF;19751204;0.0
CDF;19751205;0.0
CDF;19751206;0.0
CDF;19751207;0.0
CDF;19751208;0.0
CDF;19751209;0.0
CDF;19751210;0.0
CDF;19751211;0.0
CDF;19751212;1.6
CDF;19751213;8.9
CDF;19751214;0.0
CDF;19751215;0.0
CDF;19751216;9.6
CDF;19751217;13.9
CDF;19751218;0.0
CDF;19751219;0.0
CDF;19751220;0.0
CDF;19751221;0.0
CDF;19751222;0.0
CDF;19751223;0.0
CDF;19751224;0.0
CDF;19751225;1.1
CDF;19751226;0.0
CDF;19751227;0.0
CDF;19751228;0.0
CDF;19751229;0.0
CDF;19751230;0.0
CDF;19751231;0.0
CDF;19760101;4.2
CDF;19760102;4.2
CDF;19760103;5.9
CDF;19760104;0.0
CDF;19760105;0.6
CDF;19760106;2.5
CDF;19760107;0.0
CDF;19760108;0.0
CDF;19760109;0.0
CDF;19760110;5.8
CDF;19760111;5.2
CDF;19760112;1.7
CDF;19760113;0.4
CDF;19760114;1.7
CDF;19760115;1.3
CDF;19760116;5.8
CDF;19760117;0.0
CDF;19760118;0.0
CDF;19760119;0.0
CDF;19760120;8.7
CDF;19760121;5.5
CDF;19760122;11.8
CDF;19760123;17.0
CDF;19760124;4.2
CDF;19760125;0.5
CDF;19760126;0.8
CDF;19760127;5.0
CDF;19760128;0.0
CDF;19760129;0.0
CDF;19760130;2.2
CDF;19760131;0.0
CDF;19760201;0.0
CDF;19760202;0.0
CDF;19760203;0.0
CDF;19760204;2.1
CDF;19760205;0.0
CDF;19760206;0.0
CDF;19760207;0.0
CDF;19760208;7.0
CDF;19760209;3.3
CDF;19760210;5.2
CDF;19760211;6.2
CDF;19760212;10.3
CDF;19760213;23.0
CDF;19760214;1.8
CDF;19760215;0.0
CDF;19760216;0.0
CDF;19760217;0.0
CDF;19760218;0.0
CDF;19760219;0.0
CDF;19760220;0.0
CDF;19760221;0.0
CDF;19760222;2.0
CDF;19760223;0.0
CDF;19760224;0.0
CDF;19760225;0.0
CDF;19760226;0.0
CDF;19760227;0.0
CDF;19760228;0.0
CDF;19760229;0.0
CDF;19760301;0.0
CDF;19760302;0.0
CDF;19760303;0.0
CDF;19760304;0.0
CDF;19760305;0.0
CDF;19760306;0.0
CDF;19760307;1.7
CDF;19760308;0.0
CDF;19760309;0.0
CDF;19760310;0.0
CDF;19760311;0.0
CDF;19760312;3.4
CDF;19760313;2.9
CDF;19760314;0.0
CDF;19760315;0.1
CDF;19760316;0.0
CDF;19760317;0.0
CDF;19760318;2.5
CDF;19760319;0.0
CDF;19760320;0.0
CDF;19760321;0.0
CDF;19760322;7.0
CDF;19760323;20.0
CDF;19760324;2.7
CDF;19760325;1.2
CDF;19760326;3.5
CDF;19760327;0.0
CDF;19760328;0.0
CDF;19760329;0.0
CDF;19760330;0.0
CDF;19760331;0.0
CDF;19760401;0.0
CDF;19760402;0.0
CDF;19760403;0.0
CDF;19760404;0.0
CDF;19760405;0.0
CDF;19760406;0.3
CDF;19760407;11.4
CDF;19760408;4.2
CDF;19760409;0.0
CDF;19760410;0.0
CDF;19760411;0.0
CDF;19760412;0.0
CDF;19760413;0.0
CDF;19760414;0.5
CDF;19760415;0.0
CDF;19760416;0.0
CDF;19760417;0.0
CDF;19760418;0.0
CDF;19760419;0.0
CDF;19760420;0.0
CDF;19760421;0.0
CDF;19760422;0.0
CDF;19760423;4.4
CDF;19760424;7.9
CDF;19760425;0.0
CDF;19760426;0.0
CDF;19760427;0.0
CDF;19760428;0.0
CDF;19760429;0.0
CDF;19760430;0.0
CDF;19760501;0.0
CDF;19760502;0.0
CDF;19760503;13.8
CDF;19760504;1.6
CDF;19760505;0.0
CDF;19760506;0.0
CDF;19760507;0.0
CDF;19760508;0.0
CDF;19760509;0.0
CDF;19760510;10.9
CDF;19760511;1.7
CDF;19760512;4.5
CDF;19760513;1.2
CDF;19760514;0.0
CDF;19760515;0.0
CDF;19760516;0.0
CDF;19760517;0.0
CDF;19760518;0.0
CDF;19760519;4.6
CDF;19760520;3.1
CDF;19760521;1.2
CDF;19760522;0.0
CDF;19760523;0.0
CDF;19760524;0.0
CDF;19760525;5.8
CDF;19760526;2.1
CDF;19760527;0.0
CDF;19760528;0.0
CDF;19760529;13.9
CDF;19760530;3.6
CDF;19760531;0.7
CDF;19760601;18.6
CDF;19760602;1.6
CDF;19760603;0.0
CDF;19760604;0.0
CDF;19760605;0.0
CDF;19760606;0.0
CDF;19760607;0.0
CDF;19760608;0.0
CDF;19760609;0.0
CDF;19760610;0.0
CDF;19760611;0.0
CDF;19760612;0.0
CDF;19760613;0.0
CDF;19760614;0.0
CDF;19760615;0.0
CDF;19760616;0.0
CDF;19760617;0.0
CDF;19760618;0.0
CDF;19760619;0.0
CDF;19760620;0.0
CDF;19760621;0.0
CDF;19760622;0.0
CDF;19760623;0.0
CDF;19760624;0.0
CDF;19760625;0.0
CDF;19760626;0.0
CDF;19760627;0.0
CDF;19760628;0.0
CDF;19760629;0.0
CDF;19760630;9.4
CDF;19760701;0.0
CDF;19760702;0.0
CDF;19760703;14.5
CDF;19760704;2.2
CDF;19760705;3.3
CDF;19760706;13.9
CDF;19760707;9.1
CDF;19760708;0.0
CDF;19760709;4.9
CDF;19760710;3.6
CDF;19760711;0.0
CDF;19760712;21.9
CDF;19760713;0.6
CDF;19760714;0.0
CDF;19760715;0.0
CDF;19760716;0.0
CDF;19760717;3.4
CDF;19760718;25.9
CDF;19760719;0.8
CDF;19760720;5.9
CDF;19760721;7.0
CDF;19760722;5.2
CDF;19760723;0.6
CDF;19760724;0.0
CDF;19760725;1.4
CDF;19760726;11.7
CDF;19760727;1.8
CDF;19760728;0.0
CDF;19760729;0.0
CDF;19760730;0.0
CDF;19760731;7.0
CDF;19760801;0.2
CDF;19760802;0.0
CDF;19760803;0.0
CDF;19760804;0.0
CDF;19760805;0.0
CDF;19760806;0.0
CDF;19760807;0.0
CDF;19760808;0.3
CDF;19760809;25.0
CDF;19760810;9.0
CDF;19760811;0.0
CDF;19760812;0.0
CDF;19760813;0.0
CDF;19760814;0.5
CDF;19760815;8.6
CDF;19760816;9.5
CDF;19760817;0.0
CDF;19760818;4.3
CDF;19760819;0.0
CDF;19760820;0.0
CDF;19760821;0.0
CDF;19760822;0.0
CDF;19760823;6.5
CDF;19760824;0.0
CDF;19760825;0.0
CDF;19760826;0.0
CDF;19760827;1.3
CDF;19760828;4.6
CDF;19760829;2.6
CDF;19760830;9.9
CDF;19760831;3.0
CDF;19760901;0.6
CDF;19760902;13.8
CDF;19760903;2.4
CDF;19760904;0.0
CDF;19760905;0.0
CDF;19760906;0.0
CDF;19760907;0.0
CDF;19760908;0.7
CDF;19760909;35.5
CDF;19760910;0.4
CDF;19760911;5.0
CDF;19760912;6.6
CDF;19760913;9.0
CDF;19760914;0.9
CDF;19760915;8.9
CDF;19760916;0.0
CDF;19760917;0.0
CDF;19760918;0.0
CDF;19760919;0.0
CDF;19760920;0.0
CDF;19760921;0.0
CDF;19760922;0.0
CDF;19760923;0.0
CDF;19760924;0.0
CDF;19760925;0.0
CDF;19760926;5.0
CDF;19760927;3.4
CDF;19760928;15.2
CDF;19760929;1.6
CDF;19760930;3.8
CDF;19761001;15.9
CDF;19761002;5.5
CDF;19761003;1.8
CDF;19761004;10.4
CDF;19761005;0.0
CDF;19761006;0.0
CDF;19761007;0.0
CDF;19761008;0.0
CDF;19761009;0.0
CDF;19761010;0.0
CDF;19761011;0.0
CDF;19761012;14.1
CDF;19761013;11.2
CDF;19761014;6.1
CDF;19761015;0.0
CDF;19761016;0.0
CDF;19761017;0.0
CDF;19761018;4.0
CDF;19761019;0.4
CDF;19761020;1.1
CDF;19761021;0.0
CDF;19761022;0.0
CDF;19761023;0.0
CDF;19761024;0.0
CDF;19761025;0.0
CDF;19761026;0.0
CDF;19761027;0.4
CDF;19761028;4.8
CDF;19761029;0.2
CDF;19761030;4.0
CDF;19761031;0.2
CDF;19761101;0.0
CDF;19761102;2.3
CDF;19761103;12.2
CDF;19761104;2.7
CDF;19761105;0.0
CDF;19761106;7.8
CDF;19761107;10.6
CDF;19761108;1.7
CDF;19761109;2.9
CDF;19761110;16.6
CDF;19761111;4.3
CDF;19761112;0.3
CDF;19761113;8.4
CDF;19761114;0.5
CDF;19761115;0.2
CDF;19761116;0.0
CDF;19761117;0.0
CDF;19761118;0.0
CDF;19761119;0.0
CDF;19761120;0.6
CDF;19761121;0.0
CDF;19761122;1.3
CDF;19761123;4.0
CDF;19761124;3.4
CDF;19761125;0.0
CDF;19761126;0.0
CDF;19761127;0.0
CDF;19761128;4.3
CDF;19761129;3.2
CDF;19761130;19.0
CDF;19761201;21.5
CDF;19761202;16.7
CDF;19761203;14.4
CDF;19761204;3.2
CDF;19761205;5.5
CDF;19761206;6.6
CDF;19761207;20.9
CDF;19761208;1.6
CDF;19761209;23.6
CDF;19761210;6.5
CDF;19761211;11.0
CDF;19761212;10.0
CDF;19761213;0.0
CDF;19761214;0.0
CDF;19761215;0.0
CDF;19761216;0.0
CDF;19761217;1.3
CDF;19761218;0.0
CDF;19761219;0.0
CDF;19761220;0.0
CDF;19761221;0.0
CDF;19761222;0.0
CDF;19761223;0.0
CDF;19761224;0.0
CDF;19761225;0.0
CDF;19761226;0.0
CDF;19761227;0.0
CDF;19761228;3.3
CDF;19761229;0.0
CDF;19761230;0.0
CDF;19761231;5.5
CDF;19770101;16.5
CDF;19770102;1.8
CDF;19770103;0.0
CDF;19770104;0.0
CDF;19770105;0.0
CDF;19770106;0.0
CDF;19770107;0.0
CDF;19770108;0.0
CDF;19770109;3.6
CDF;19770110;4.5
CDF;19770111;15.8
CDF;19770112;2.0
CDF;19770113;0.0
CDF;19770114;11.3
CDF;19770115;21.5
CDF;19770116;12.9
CDF;19770117;0.0
CDF;19770118;0.0
CDF;19770119;3.9
CDF;19770120;0.0
CDF;19770121;1.2
CDF;19770122;22.3
CDF;19770123;1.0
CDF;19770124;0.0
CDF;19770125;23.6
CDF;19770126;5.7
CDF;19770127;2.4
CDF;19770128;7.2
CDF;19770129;4.4
CDF;19770130;5.8
CDF;19770131;2.4
CDF;19770201;0.0
CDF;19770202;0.0
CDF;19770203;5.5
CDF;19770204;20.9
CDF;19770205;12.5
CDF;19770206;27.9
CDF;19770207;1.4
CDF;19770208;22.8
CDF;19770209;27.4
CDF;19770210;25.1
CDF;19770211;0.7
CDF;19770212;4.2
CDF;19770213;0.0
CDF;19770214;0.4
CDF;19770215;5.5
CDF;19770216;6.1
CDF;19770217;7.5
CDF;19770218;1.4
CDF;19770219;0.0
CDF;19770220;32.3
CDF;19770221;3.7
CDF;19770222;8.6
CDF;19770223;0.4
CDF;19770224;13.0
CDF;19770225;12.7
CDF;19770226;3.1
CDF;19770227;0.0
CDF;19770228;0.0
CDF;19770301;0.3
CDF;19770302;1.3
CDF;19770303;0.0
CDF;19770304;0.3
CDF;19770305;0.0
CDF;19770306;0.0
CDF;19770307;4.3
CDF;19770308;0.2
CDF;19770309;0.0
CDF;19770310;0.0
CDF;19770311;9.3
CDF;19770312;1.6
CDF;19770313;5.2
CDF;19770314;1.6
CDF;19770315;0.0
CDF;19770316;0.0
CDF;19770317;0.8
CDF;19770318;7.4
CDF;19770319;0.3
CDF;19770320;6.8
CDF;19770321;0.0
CDF;19770322;2.2
CDF;19770323;0.2
CDF;19770324;0.0
CDF;19770325;0.0
CDF;19770326;4.8
CDF;19770327;8.5
CDF;19770328;8.1
CDF;19770329;4.1
CDF;19770330;0.4
CDF;19770331;0.0
CDF;19770401;5.6
CDF;19770402;12.6
CDF;19770403;1.6
CDF;19770404;7.0
CDF;19770405;0.0
CDF;19770406;0.8
CDF;19770407;4.8
CDF;19770408;2.0
CDF;19770409;0.5
CDF;19770410;2.1
CDF;19770411;3.0
CDF;19770412;5.3
CDF;19770413;18.5
CDF;19770414;14.1
CDF;19770415;5.3
CDF;19770416;0.0
CDF;19770417;0.0
CDF;19770418;3.8
CDF;19770419;3.2
CDF;19770420;0.0
CDF;19770421;0.0
CDF;19770422;0.0
CDF;19770423;19.1
CDF;19770424;20.0
CDF;19770425;0.9
CDF;19770426;0.7
CDF;19770427;0.9
CDF;19770428;25.1
CDF;19770429;19.2
CDF;19770430;13.9
CDF;19770501;0.8
CDF;19770502;0.0
CDF;19770503;0.0
CDF;19770504;11.3
CDF;19770505;0.2
CDF;19770506;3.3
CDF;19770507;1.6
CDF;19770508;17.0
CDF;19770509;2.3
CDF;19770510;10.1
CDF;19770511;0.5
CDF;19770512;23.7
CDF;19770513;0.3
CDF;19770514;1.5
CDF;19770515;1.1
CDF;19770516;3.6
CDF;19770517;0.0
CDF;19770518;0.0
CDF;19770519;0.0
CDF;19770520;6.0
CDF;19770521;1.3
CDF;19770522;0.7
CDF;19770523;0.0
CDF;19770524;0.0
CDF;19770525;6.6
CDF;19770526;4.7
CDF;19770527;0.0
CDF;19770528;0.0
CDF;19770529;0.0
CDF;19770530;4.6
CDF;19770531;0.0
CDF;19770601;0.0
CDF;19770602;0.0
CDF;19770603;0.0
CDF;19770604;0.0
CDF;19770605;7.8
CDF;19770606;0.4
CDF;19770607;21.4
CDF;19770608;17.9
CDF;19770609;2.0
CDF;19770610;3.9
CDF;19770611;0.0
CDF;19770612;0.0
CDF;19770613;5.1
CDF;19770614;10.4
CDF;19770615;0.0
CDF;19770616;0.0
CDF;19770617;2.3
CDF;19770618;23.4
CDF;19770619;0.0
CDF;19770620;1.1
CDF;19770621;31.1
CDF;19770622;14.7
CDF;19770623;9.8
CDF;19770624;4.5
CDF;19770625;1.2
CDF;19770626;20.9
CDF;19770627;0.0
CDF;19770628;0.0
CDF;19770629;24.0
CDF;19770630;3.3
CDF;19770701;0.0
CDF;19770702;0.0
CDF;19770703;0.3
CDF;19770704;1.0
CDF;19770705;0.0
CDF;19770706;0.0
CDF;19770707;5.7
CDF;19770708;18.8
CDF;19770709;25.0
CDF;19770710;10.4
CDF;19770711;0.0
CDF;19770712;1.2
CDF;19770713;10.5
CDF;19770714;0.4
CDF;19770715;0.0
CDF;19770716;0.0
CDF;19770717;0.0
CDF;19770718;1.4
CDF;19770719;0.3
CDF;19770720;8.4
CDF;19770721;0.0
CDF;19770722;0.0
CDF;19770723;0.0
CDF;19770724;0.0
CDF;19770725;36.6
CDF;19770726;15.9
CDF;19770727;5.5
CDF;19770728;12.3
CDF;19770729;7.8
CDF;19770730;34.3
CDF;19770731;34.4
CDF;19770801;0.0
CDF;19770802;0.0
CDF;19770803;0.0
CDF;19770804;0.0
CDF;19770805;0.0
CDF;19770806;0.0
CDF;19770807;15.2
CDF;19770808;0.3
CDF;19770809;9.4
CDF;19770810;0.0
CDF;19770811;0.0
CDF;19770812;0.0
CDF;19770813;0.0
CDF;19770814;0.0
CDF;19770815;0.6
CDF;19770816;16.1
CDF;19770817;40.3
CDF;19770818;5.3
CDF;19770819;8.9
CDF;19770820;4.8
CDF;19770821;3.0
CDF;19770822;15.2
CDF;19770823;1.6
CDF;19770824;0.0
CDF;19770825;0.8
CDF;19770826;13.0
CDF;19770827;3.4
CDF;19770828;4.5
CDF;19770829;0.6
CDF;19770830;0.0
CDF;19770831;0.0
CDF;19770901;1.3
CDF;19770902;0.0
CDF;19770903;0.9
CDF;19770904;0.0
CDF;19770905;0.0
CDF;19770906;0.0
CDF;19770907;0.0
CDF;19770908;13.9
CDF;19770909;0.0
CDF;19770910;0.0
CDF;19770911;0.0
CDF;19770912;0.0
CDF;19770913;0.0
CDF;19770914;0.0
CDF;19770915;0.0
CDF;19770916;0.0
CDF;19770917;0.0
CDF;19770918;1.0
CDF;19770919;0.0
CDF;19770920;0.0
CDF;19770921;0.0
CDF;19770922;0.0
CDF;19770923;0.0
CDF;19770924;3.0
CDF;19770925;0.0
CDF;19770926;3.4
CDF;19770927;0.0
CDF;19770928;0.6
CDF;19770929;6.3
CDF;19770930;0.0
CDF;19771001;10.6
CDF;19771002;11.4
CDF;19771003;0.4
CDF;19771004;0.0
CDF;19771005;0.0
CDF;19771006;0.0
CDF;19771007;11.0
CDF;19771008;2.0
CDF;19771009;6.9
CDF;19771010;3.6
CDF;19771011;0.0
CDF;19771012;0.0
CDF;19771013;0.0
CDF;19771014;0.0
CDF;19771015;0.0
CDF;19771016;0.0
CDF;19771017;0.0
CDF;19771018;0.0
CDF;19771019;0.0
CDF;19771020;1.6
CDF;19771021;0.3
CDF;19771022;0.4
CDF;19771023;0.5
CDF;19771024;3.5
CDF;19771025;22.4
CDF;19771026;0.0
CDF;19771027;5.9
CDF;19771028;0.5
CDF;19771029;0.0
CDF;19771030;0.0
CDF;19771031;16.5
CDF;19771101;1.8
CDF;19771102;9.1
CDF;19771103;0.5
CDF;19771104;17.3
CDF;19771105;0.0
CDF;19771106;0.5
CDF;19771107;0.7
CDF;19771108;0.0
CDF;19771109;0.0
CDF;19771110;0.0
CDF;19771111;0.0
CDF;19771112;5.9
CDF;19771113;12.9
CDF;19771114;36.8
CDF;19771115;10.8
CDF;19771116;6.0
CDF;19771117;11.2
CDF;19771118;3.2
CDF;19771119;0.0
CDF;19771120;1.0
